,Province/State,Country/Region,Lat,Long,Date,Confirmed
9772,,France,46.2276,2.2137,2/28/20,11
10022,French Guiana,France,3.9339,-53.1258,2/29/20,0
10023,French Polynesia,France,-17.6797,149.4068,2/29/20,0
10024,Guadeloupe,France,16.265,-61.551,2/29/20,0
10025,Martinique,France,14.6415,-61.0242,2/29/20,0
10026,Mayotte,France,-12.8275,45.166244,2/29/20,0
10027,New Caledonia,France,-20.904305,165.618042,2/29/20,0
10028,Reunion,France,-21.1151,55.5364,2/29/20,0
10029,Saint Barthelemy,France,17.9,-62.8333,2/29/20,0
10030,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/29/20,0
10031,St Martin,France,18.0708,-63.0501,2/29/20,0
10032,Wallis and Futuna,France,-14.2938,-178.1165,2/29/20,0
10033,,France,46.2276,2.2137,2/29/20,12
10283,French Guiana,France,3.9339,-53.1258,3/1/20,0
10284,French Polynesia,France,-17.6797,149.4068,3/1/20,0
10285,Guadeloupe,France,16.265,-61.551,3/1/20,0
10286,Martinique,France,14.6415,-61.0242,3/1/20,0
10287,Mayotte,France,-12.8275,45.166244,3/1/20,0
10288,New Caledonia,France,-20.904305,165.618042,3/1/20,0
10289,Reunion,France,-21.1151,55.5364,3/1/20,0
10290,Saint Barthelemy,France,17.9,-62.8333,3/1/20,0
10291,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/1/20,0
10292,St Martin,France,18.0708,-63.0501,3/1/20,0
10293,Wallis and Futuna,France,-14.2938,-178.1165,3/1/20,0
10294,,France,46.2276,2.2137,3/1/20,12
10544,French Guiana,France,3.9339,-53.1258,3/2/20,0
10545,French Polynesia,France,-17.6797,149.4068,3/2/20,0
10546,Guadeloupe,France,16.265,-61.551,3/2/20,0
10547,Martinique,France,14.6415,-61.0242,3/2/20,0
10548,Mayotte,France,-12.8275,45.166244,3/2/20,0
10549,New Caledonia,France,-20.904305,165.618042,3/2/20,0
10550,Reunion,France,-21.1151,55.5364,3/2/20,0
10551,Saint Barthelemy,France,17.9,-62.8333,3/2/20,0
10552,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/2/20,0
10553,St Martin,France,18.0708,-63.0501,3/2/20,0
10554,Wallis and Futuna,France,-14.2938,-178.1165,3/2/20,0
10555,,France,46.2276,2.2137,3/2/20,12
10805,French Guiana,France,3.9339,-53.1258,3/3/20,0
10806,French Polynesia,France,-17.6797,149.4068,3/3/20,0
10807,Guadeloupe,France,16.265,-61.551,3/3/20,0
10808,Martinique,France,14.6415,-61.0242,3/3/20,0
10809,Mayotte,France,-12.8275,45.166244,3/3/20,0
10810,New Caledonia,France,-20.904305,165.618042,3/3/20,0
10811,Reunion,France,-21.1151,55.5364,3/3/20,0
10812,Saint Barthelemy,France,17.9,-62.8333,3/3/20,0
10813,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/3/20,0
10814,St Martin,France,18.0708,-63.0501,3/3/20,0
10815,Wallis and Futuna,France,-14.2938,-178.1165,3/3/20,0
10816,,France,46.2276,2.2137,3/3/20,12
11066,French Guiana,France,3.9339,-53.1258,3/4/20,0
11067,French Polynesia,France,-17.6797,149.4068,3/4/20,0
11068,Guadeloupe,France,16.265,-61.551,3/4/20,0
11069,Martinique,France,14.6415,-61.0242,3/4/20,0
11070,Mayotte,France,-12.8275,45.166244,3/4/20,0
11071,New Caledonia,France,-20.904305,165.618042,3/4/20,0
11072,Reunion,France,-21.1151,55.5364,3/4/20,0
11073,Saint Barthelemy,France,17.9,-62.8333,3/4/20,0
11074,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/4/20,0
11075,St Martin,France,18.0708,-63.0501,3/4/20,0
11076,Wallis and Futuna,France,-14.2938,-178.1165,3/4/20,0
11077,,France,46.2276,2.2137,3/4/20,12
11327,French Guiana,France,3.9339,-53.1258,3/5/20,0
11328,French Polynesia,France,-17.6797,149.4068,3/5/20,0
11329,Guadeloupe,France,16.265,-61.551,3/5/20,0
11330,Martinique,France,14.6415,-61.0242,3/5/20,0
11331,Mayotte,France,-12.8275,45.166244,3/5/20,0
11332,New Caledonia,France,-20.904305,165.618042,3/5/20,0
11333,Reunion,France,-21.1151,55.5364,3/5/20,0
11334,Saint Barthelemy,France,17.9,-62.8333,3/5/20,0
11335,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/5/20,0
11336,St Martin,France,18.0708,-63.0501,3/5/20,0
11337,Wallis and Futuna,France,-14.2938,-178.1165,3/5/20,0
11338,,France,46.2276,2.2137,3/5/20,12
11588,French Guiana,France,3.9339,-53.1258,3/6/20,0
11589,French Polynesia,France,-17.6797,149.4068,3/6/20,0
11590,Guadeloupe,France,16.265,-61.551,3/6/20,0
11591,Martinique,France,14.6415,-61.0242,3/6/20,0
11592,Mayotte,France,-12.8275,45.166244,3/6/20,0
11593,New Caledonia,France,-20.904305,165.618042,3/6/20,0
11594,Reunion,France,-21.1151,55.5364,3/6/20,0
11595,Saint Barthelemy,France,17.9,-62.8333,3/6/20,0
11596,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/6/20,0
11597,St Martin,France,18.0708,-63.0501,3/6/20,0
11598,Wallis and Futuna,France,-14.2938,-178.1165,3/6/20,0
11599,,France,46.2276,2.2137,3/6/20,12
11849,French Guiana,France,3.9339,-53.1258,3/7/20,0
11850,French Polynesia,France,-17.6797,149.4068,3/7/20,0
11851,Guadeloupe,France,16.265,-61.551,3/7/20,0
11852,Martinique,France,14.6415,-61.0242,3/7/20,0
11853,Mayotte,France,-12.8275,45.166244,3/7/20,0
11854,New Caledonia,France,-20.904305,165.618042,3/7/20,0
11855,Reunion,France,-21.1151,55.5364,3/7/20,0
11856,Saint Barthelemy,France,17.9,-62.8333,3/7/20,0
11857,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/7/20,0
11858,St Martin,France,18.0708,-63.0501,3/7/20,0
11859,Wallis and Futuna,France,-14.2938,-178.1165,3/7/20,0
11860,,France,46.2276,2.2137,3/7/20,12
12110,French Guiana,France,3.9339,-53.1258,3/8/20,0
12111,French Polynesia,France,-17.6797,149.4068,3/8/20,0
12112,Guadeloupe,France,16.265,-61.551,3/8/20,0
12113,Martinique,France,14.6415,-61.0242,3/8/20,0
12114,Mayotte,France,-12.8275,45.166244,3/8/20,0
12115,New Caledonia,France,-20.904305,165.618042,3/8/20,0
12116,Reunion,France,-21.1151,55.5364,3/8/20,0
12117,Saint Barthelemy,France,17.9,-62.8333,3/8/20,0
12118,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/8/20,0
12119,St Martin,France,18.0708,-63.0501,3/8/20,0
12120,Wallis and Futuna,France,-14.2938,-178.1165,3/8/20,0
12121,,France,46.2276,2.2137,3/8/20,12
12371,French Guiana,France,3.9339,-53.1258,3/9/20,0
12372,French Polynesia,France,-17.6797,149.4068,3/9/20,0
12373,Guadeloupe,France,16.265,-61.551,3/9/20,0
12374,Martinique,France,14.6415,-61.0242,3/9/20,0
12375,Mayotte,France,-12.8275,45.166244,3/9/20,0
12376,New Caledonia,France,-20.904305,165.618042,3/9/20,0
12377,Reunion,France,-21.1151,55.5364,3/9/20,0
12378,Saint Barthelemy,France,17.9,-62.8333,3/9/20,0
12379,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/9/20,0
12380,St Martin,France,18.0708,-63.0501,3/9/20,0
12381,Wallis and Futuna,France,-14.2938,-178.1165,3/9/20,0
12382,,France,46.2276,2.2137,3/9/20,12
12632,French Guiana,France,3.9339,-53.1258,3/10/20,0
12633,French Polynesia,France,-17.6797,149.4068,3/10/20,0
12634,Guadeloupe,France,16.265,-61.551,3/10/20,0
12635,Martinique,France,14.6415,-61.0242,3/10/20,0
12636,Mayotte,France,-12.8275,45.166244,3/10/20,0
12637,New Caledonia,France,-20.904305,165.618042,3/10/20,0
12638,Reunion,France,-21.1151,55.5364,3/10/20,0
12639,Saint Barthelemy,France,17.9,-62.8333,3/10/20,0
12640,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/10/20,0
12641,St Martin,France,18.0708,-63.0501,3/10/20,0
12642,Wallis and Futuna,France,-14.2938,-178.1165,3/10/20,0
12643,,France,46.2276,2.2137,3/10/20,12
12893,French Guiana,France,3.9339,-53.1258,3/11/20,0
12894,French Polynesia,France,-17.6797,149.4068,3/11/20,0
12895,Guadeloupe,France,16.265,-61.551,3/11/20,0
12896,Martinique,France,14.6415,-61.0242,3/11/20,0
12897,Mayotte,France,-12.8275,45.166244,3/11/20,0
12898,New Caledonia,France,-20.904305,165.618042,3/11/20,0
12899,Reunion,France,-21.1151,55.5364,3/11/20,0
12900,Saint Barthelemy,France,17.9,-62.8333,3/11/20,0
12901,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/11/20,0
12902,St Martin,France,18.0708,-63.0501,3/11/20,0
12903,Wallis and Futuna,France,-14.2938,-178.1165,3/11/20,0
12904,,France,46.2276,2.2137,3/11/20,12
13154,French Guiana,France,3.9339,-53.1258,3/12/20,0
13155,French Polynesia,France,-17.6797,149.4068,3/12/20,0
13156,Guadeloupe,France,16.265,-61.551,3/12/20,0
13157,Martinique,France,14.6415,-61.0242,3/12/20,0
13158,Mayotte,France,-12.8275,45.166244,3/12/20,0
13159,New Caledonia,France,-20.904305,165.618042,3/12/20,0
13160,Reunion,France,-21.1151,55.5364,3/12/20,0
13161,Saint Barthelemy,France,17.9,-62.8333,3/12/20,0
13162,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/12/20,0
13163,St Martin,France,18.0708,-63.0501,3/12/20,0
13164,Wallis and Futuna,France,-14.2938,-178.1165,3/12/20,0
13165,,France,46.2276,2.2137,3/12/20,12
13415,French Guiana,France,3.9339,-53.1258,3/13/20,0
13416,French Polynesia,France,-17.6797,149.4068,3/13/20,0
13417,Guadeloupe,France,16.265,-61.551,3/13/20,0
13418,Martinique,France,14.6415,-61.0242,3/13/20,0
13419,Mayotte,France,-12.8275,45.166244,3/13/20,0
13420,New Caledonia,France,-20.904305,165.618042,3/13/20,0
13421,Reunion,France,-21.1151,55.5364,3/13/20,0
13422,Saint Barthelemy,France,17.9,-62.8333,3/13/20,0
13423,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/13/20,0
13424,St Martin,France,18.0708,-63.0501,3/13/20,0
13425,Wallis and Futuna,France,-14.2938,-178.1165,3/13/20,0
13426,,France,46.2276,2.2137,3/13/20,12
13676,French Guiana,France,3.9339,-53.1258,3/14/20,0
13677,French Polynesia,France,-17.6797,149.4068,3/14/20,0
13678,Guadeloupe,France,16.265,-61.551,3/14/20,0
13679,Martinique,France,14.6415,-61.0242,3/14/20,0
13680,Mayotte,France,-12.8275,45.166244,3/14/20,0
13681,New Caledonia,France,-20.904305,165.618042,3/14/20,0
13682,Reunion,France,-21.1151,55.5364,3/14/20,0
13683,Saint Barthelemy,France,17.9,-62.8333,3/14/20,0
13684,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/14/20,0
13685,St Martin,France,18.0708,-63.0501,3/14/20,0
13686,Wallis and Futuna,France,-14.2938,-178.1165,3/14/20,0
13687,,France,46.2276,2.2137,3/14/20,12
13937,French Guiana,France,3.9339,-53.1258,3/15/20,0
13938,French Polynesia,France,-17.6797,149.4068,3/15/20,0
13939,Guadeloupe,France,16.265,-61.551,3/15/20,0
13940,Martinique,France,14.6415,-61.0242,3/15/20,0
13941,Mayotte,France,-12.8275,45.166244,3/15/20,0
13942,New Caledonia,France,-20.904305,165.618042,3/15/20,0
13943,Reunion,France,-21.1151,55.5364,3/15/20,0
13944,Saint Barthelemy,France,17.9,-62.8333,3/15/20,0
13945,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/15/20,0
13946,St Martin,France,18.0708,-63.0501,3/15/20,0
13947,Wallis and Futuna,France,-14.2938,-178.1165,3/15/20,0
13948,,France,46.2276,2.2137,3/15/20,12
14198,French Guiana,France,3.9339,-53.1258,3/16/20,0
14199,French Polynesia,France,-17.6797,149.4068,3/16/20,0
14200,Guadeloupe,France,16.265,-61.551,3/16/20,0
14201,Martinique,France,14.6415,-61.0242,3/16/20,0
14202,Mayotte,France,-12.8275,45.166244,3/16/20,0
14203,New Caledonia,France,-20.904305,165.618042,3/16/20,0
14204,Reunion,France,-21.1151,55.5364,3/16/20,0
14205,Saint Barthelemy,France,17.9,-62.8333,3/16/20,0
14206,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/16/20,0
14207,St Martin,France,18.0708,-63.0501,3/16/20,0
14208,Wallis and Futuna,France,-14.2938,-178.1165,3/16/20,0
14209,,France,46.2276,2.2137,3/16/20,12
14459,French Guiana,France,3.9339,-53.1258,3/17/20,0
14460,French Polynesia,France,-17.6797,149.4068,3/17/20,0
14461,Guadeloupe,France,16.265,-61.551,3/17/20,0
14462,Martinique,France,14.6415,-61.0242,3/17/20,0
14463,Mayotte,France,-12.8275,45.166244,3/17/20,0
14464,New Caledonia,France,-20.904305,165.618042,3/17/20,0
14465,Reunion,France,-21.1151,55.5364,3/17/20,0
14466,Saint Barthelemy,France,17.9,-62.8333,3/17/20,0
14467,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/17/20,0
14468,St Martin,France,18.0708,-63.0501,3/17/20,0
14469,Wallis and Futuna,France,-14.2938,-178.1165,3/17/20,0
14470,,France,46.2276,2.2137,3/17/20,12
14720,French Guiana,France,3.9339,-53.1258,3/18/20,0
14721,French Polynesia,France,-17.6797,149.4068,3/18/20,0
14722,Guadeloupe,France,16.265,-61.551,3/18/20,0
14723,Martinique,France,14.6415,-61.0242,3/18/20,0
14724,Mayotte,France,-12.8275,45.166244,3/18/20,0
14725,New Caledonia,France,-20.904305,165.618042,3/18/20,0
14726,Reunion,France,-21.1151,55.5364,3/18/20,0
14727,Saint Barthelemy,France,17.9,-62.8333,3/18/20,0
14728,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/18/20,0
14729,St Martin,France,18.0708,-63.0501,3/18/20,0
14730,Wallis and Futuna,France,-14.2938,-178.1165,3/18/20,0
14731,,France,46.2276,2.2137,3/18/20,12
14981,French Guiana,France,3.9339,-53.1258,3/19/20,0
14982,French Polynesia,France,-17.6797,149.4068,3/19/20,0
14983,Guadeloupe,France,16.265,-61.551,3/19/20,0
14984,Martinique,France,14.6415,-61.0242,3/19/20,0
14985,Mayotte,France,-12.8275,45.166244,3/19/20,0
14986,New Caledonia,France,-20.904305,165.618042,3/19/20,0
14987,Reunion,France,-21.1151,55.5364,3/19/20,0
14988,Saint Barthelemy,France,17.9,-62.8333,3/19/20,0
14989,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/19/20,0
14990,St Martin,France,18.0708,-63.0501,3/19/20,0
14991,Wallis and Futuna,France,-14.2938,-178.1165,3/19/20,0
14992,,France,46.2276,2.2137,3/19/20,12
15242,French Guiana,France,3.9339,-53.1258,3/20/20,0
15243,French Polynesia,France,-17.6797,149.4068,3/20/20,0
15244,Guadeloupe,France,16.265,-61.551,3/20/20,0
15245,Martinique,France,14.6415,-61.0242,3/20/20,0
15246,Mayotte,France,-12.8275,45.166244,3/20/20,0
15247,New Caledonia,France,-20.904305,165.618042,3/20/20,0
15248,Reunion,France,-21.1151,55.5364,3/20/20,0
15249,Saint Barthelemy,France,17.9,-62.8333,3/20/20,0
15250,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/20/20,0
15251,St Martin,France,18.0708,-63.0501,3/20/20,0
15252,Wallis and Futuna,France,-14.2938,-178.1165,3/20/20,0
15253,,France,46.2276,2.2137,3/20/20,12
15503,French Guiana,France,3.9339,-53.1258,3/21/20,0
15504,French Polynesia,France,-17.6797,149.4068,3/21/20,0
15505,Guadeloupe,France,16.265,-61.551,3/21/20,0
15506,Martinique,France,14.6415,-61.0242,3/21/20,0
15507,Mayotte,France,-12.8275,45.166244,3/21/20,0
15508,New Caledonia,France,-20.904305,165.618042,3/21/20,0
15509,Reunion,France,-21.1151,55.5364,3/21/20,0
15510,Saint Barthelemy,France,17.9,-62.8333,3/21/20,0
15511,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/21/20,0
15512,St Martin,France,18.0708,-63.0501,3/21/20,0
15513,Wallis and Futuna,France,-14.2938,-178.1165,3/21/20,0
15514,,France,46.2276,2.2137,3/21/20,12
15764,French Guiana,France,3.9339,-53.1258,3/22/20,6
15765,French Polynesia,France,-17.6797,149.4068,3/22/20,0
15766,Guadeloupe,France,16.265,-61.551,3/22/20,0
15767,Martinique,France,14.6415,-61.0242,3/22/20,0
15768,Mayotte,France,-12.8275,45.166244,3/22/20,0
15769,New Caledonia,France,-20.904305,165.618042,3/22/20,0
15770,Reunion,France,-21.1151,55.5364,3/22/20,0
15771,Saint Barthelemy,France,17.9,-62.8333,3/22/20,0
15772,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/22/20,0
15773,St Martin,France,18.0708,-63.0501,3/22/20,0
15774,Wallis and Futuna,France,-14.2938,-178.1165,3/22/20,0
15775,,France,46.2276,2.2137,3/22/20,2200
16025,French Guiana,France,3.9339,-53.1258,3/23/20,6
16026,French Polynesia,France,-17.6797,149.4068,3/23/20,0
16027,Guadeloupe,France,16.265,-61.551,3/23/20,0
16028,Martinique,France,14.6415,-61.0242,3/23/20,0
16029,Mayotte,France,-12.8275,45.166244,3/23/20,0
16030,New Caledonia,France,-20.904305,165.618042,3/23/20,0
16031,Reunion,France,-21.1151,55.5364,3/23/20,0
16032,Saint Barthelemy,France,17.9,-62.8333,3/23/20,0
16033,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/23/20,0
16034,St Martin,France,18.0708,-63.0501,3/23/20,0
16035,Wallis and Futuna,France,-14.2938,-178.1165,3/23/20,0
16036,,France,46.2276,2.2137,3/23/20,2200
16286,French Guiana,France,3.9339,-53.1258,3/24/20,6
16287,French Polynesia,France,-17.6797,149.4068,3/24/20,0
16288,Guadeloupe,France,16.265,-61.551,3/24/20,0
16289,Martinique,France,14.6415,-61.0242,3/24/20,0
16290,Mayotte,France,-12.8275,45.166244,3/24/20,0
16291,New Caledonia,France,-20.904305,165.618042,3/24/20,0
16292,Reunion,France,-21.1151,55.5364,3/24/20,1
16293,Saint Barthelemy,France,17.9,-62.8333,3/24/20,0
16294,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/24/20,0
16295,St Martin,France,18.0708,-63.0501,3/24/20,0
16296,Wallis and Futuna,France,-14.2938,-178.1165,3/24/20,0
16297,,France,46.2276,2.2137,3/24/20,3243
16547,French Guiana,France,3.9339,-53.1258,3/25/20,6
16548,French Polynesia,France,-17.6797,149.4068,3/25/20,0
16549,Guadeloupe,France,16.265,-61.551,3/25/20,0
16550,Martinique,France,14.6415,-61.0242,3/25/20,0
16551,Mayotte,France,-12.8275,45.166244,3/25/20,0
16552,New Caledonia,France,-20.904305,165.618042,3/25/20,0
16553,Reunion,France,-21.1151,55.5364,3/25/20,1
16554,Saint Barthelemy,France,17.9,-62.8333,3/25/20,0
16555,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/25/20,0
16556,St Martin,France,18.0708,-63.0501,3/25/20,0
16557,Wallis and Futuna,France,-14.2938,-178.1165,3/25/20,0
16558,,France,46.2276,2.2137,3/25/20,3900
16808,French Guiana,France,3.9339,-53.1258,3/26/20,6
16809,French Polynesia,France,-17.6797,149.4068,3/26/20,0
16810,Guadeloupe,France,16.265,-61.551,3/26/20,0
16811,Martinique,France,14.6415,-61.0242,3/26/20,0
16812,Mayotte,France,-12.8275,45.166244,3/26/20,0
16813,New Caledonia,France,-20.904305,165.618042,3/26/20,0
16814,Reunion,France,-21.1151,55.5364,3/26/20,1
16815,Saint Barthelemy,France,17.9,-62.8333,3/26/20,0
16816,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/26/20,0
16817,St Martin,France,18.0708,-63.0501,3/26/20,0
16818,Wallis and Futuna,France,-14.2938,-178.1165,3/26/20,0
16819,,France,46.2276,2.2137,3/26/20,4948
17069,French Guiana,France,3.9339,-53.1258,3/27/20,6
17070,French Polynesia,France,-17.6797,149.4068,3/27/20,0
17071,Guadeloupe,France,16.265,-61.551,3/27/20,0
17072,Martinique,France,14.6415,-61.0242,3/27/20,0
17073,Mayotte,France,-12.8275,45.166244,3/27/20,0
17074,New Caledonia,France,-20.904305,165.618042,3/27/20,0
17075,Reunion,France,-21.1151,55.5364,3/27/20,1
17076,Saint Barthelemy,France,17.9,-62.8333,3/27/20,0
17077,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/27/20,0
17078,St Martin,France,18.0708,-63.0501,3/27/20,0
17079,Wallis and Futuna,France,-14.2938,-178.1165,3/27/20,0
17080,,France,46.2276,2.2137,3/27/20,5700
17330,French Guiana,France,3.9339,-53.1258,3/28/20,6
17331,French Polynesia,France,-17.6797,149.4068,3/28/20,0
17332,Guadeloupe,France,16.265,-61.551,3/28/20,17
17333,Martinique,France,14.6415,-61.0242,3/28/20,0
17334,Mayotte,France,-12.8275,45.166244,3/28/20,0
17335,New Caledonia,France,-20.904305,165.618042,3/28/20,0
17336,Reunion,France,-21.1151,55.5364,3/28/20,1
17337,Saint Barthelemy,France,17.9,-62.8333,3/28/20,0
17338,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/28/20,0
17339,St Martin,France,18.0708,-63.0501,3/28/20,0
17340,Wallis and Futuna,France,-14.2938,-178.1165,3/28/20,0
17341,,France,46.2276,2.2137,3/28/20,5700
17591,French Guiana,France,3.9339,-53.1258,3/29/20,6
17592,French Polynesia,France,-17.6797,149.4068,3/29/20,0
17593,Guadeloupe,France,16.265,-61.551,3/29/20,17
17594,Martinique,France,14.6415,-61.0242,3/29/20,0
17595,Mayotte,France,-12.8275,45.166244,3/29/20,0
17596,New Caledonia,France,-20.904305,165.618042,3/29/20,0
17597,Reunion,France,-21.1151,55.5364,3/29/20,1
17598,Saint Barthelemy,France,17.9,-62.8333,3/29/20,0
17599,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/29/20,0
17600,St Martin,France,18.0708,-63.0501,3/29/20,0
17601,Wallis and Futuna,France,-14.2938,-178.1165,3/29/20,0
17602,,France,46.2276,2.2137,3/29/20,7202
17852,French Guiana,France,3.9339,-53.1258,3/30/20,6
17853,French Polynesia,France,-17.6797,149.4068,3/30/20,0
17854,Guadeloupe,France,16.265,-61.551,3/30/20,17
17855,Martinique,France,14.6415,-61.0242,3/30/20,0
17856,Mayotte,France,-12.8275,45.166244,3/30/20,10
17857,New Caledonia,France,-20.904305,165.618042,3/30/20,0
17858,Reunion,France,-21.1151,55.5364,3/30/20,1
17859,Saint Barthelemy,France,17.9,-62.8333,3/30/20,1
17860,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/30/20,0
17861,St Martin,France,18.0708,-63.0501,3/30/20,2
17862,Wallis and Futuna,France,-14.2938,-178.1165,3/30/20,0
17863,,France,46.2276,2.2137,3/30/20,7927
18113,French Guiana,France,3.9339,-53.1258,3/31/20,6
18114,French Polynesia,France,-17.6797,149.4068,3/31/20,0
18115,Guadeloupe,France,16.265,-61.551,3/31/20,22
18116,Martinique,France,14.6415,-61.0242,3/31/20,27
18117,Mayotte,France,-12.8275,45.166244,3/31/20,10
18118,New Caledonia,France,-20.904305,165.618042,3/31/20,0
18119,Reunion,France,-21.1151,55.5364,3/31/20,1
18120,Saint Barthelemy,France,17.9,-62.8333,3/31/20,1
18121,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/31/20,0
18122,St Martin,France,18.0708,-63.0501,3/31/20,2
18123,Wallis and Futuna,France,-14.2938,-178.1165,3/31/20,0
18124,,France,46.2276,2.2137,3/31/20,9444
18374,French Guiana,France,3.9339,-53.1258,4/1/20,15
18375,French Polynesia,France,-17.6797,149.4068,4/1/20,0
18376,Guadeloupe,France,16.265,-61.551,4/1/20,24
18377,Martinique,France,14.6415,-61.0242,4/1/20,27
18378,Mayotte,France,-12.8275,45.166244,4/1/20,10
18379,New Caledonia,France,-20.904305,165.618042,4/1/20,0
18380,Reunion,France,-21.1151,55.5364,4/1/20,40
18381,Saint Barthelemy,France,17.9,-62.8333,4/1/20,1
18382,Saint Pierre and Miquelon,France,46.8852,-56.3159,4/1/20,0
18383,St Martin,France,18.0708,-63.0501,4/1/20,2
18384,Wallis and Futuna,France,-14.2938,-178.1165,4/1/20,0
18385,,France,46.2276,2.2137,4/1/20,10934
18635,French Guiana,France,3.9339,-53.1258,4/2/20,15
18636,French Polynesia,France,-17.6797,149.4068,4/2/20,0
18637,Guadeloupe,France,16.265,-61.551,4/2/20,24
18638,Martinique,France,14.6415,-61.0242,4/2/20,27
18639,Mayotte,France,-12.8275,45.166244,4/2/20,10
18640,New Caledonia,France,-20.904305,165.618042,4/2/20,1
18641,Reunion,France,-21.1151,55.5364,4/2/20,40
18642,Saint Barthelemy,France,17.9,-62.8333,4/2/20,1
